orig_index,text,label,label_name,n_turns,total_chars,true_label_id,pred_label_id,true_label,pred_label,is_wrong,error_pair,top1_label,top1_prob,top2_label,top2_prob,margin,prob_협박,prob_갈취,prob_직장내괴롭힘,prob_기타괴롭힘,prob_일반대화
6,죄송하지만 부탁인데 마스크좀 써주세요 [턴] 니가 뭔데 마스크 쓰라 말아야 [턴] 공공장소에서 마스크도 안쓰시는데 본인때문에 [턴] 다른 사람들 코로나 감염이라도 되면 배상하실겁니까 [턴] 내가 왜 배상해야하는데 마스크쓰는거 답답해서 못쓰겠다 [턴] 마스크 쓰지 않으시면 신고하겠습니다 [턴] 뭐 신고? 신고해봐 신고하면 가만히 안둘꺼야 [턴] 마스크 쓰기를 거부하시니 신고하겠습니다 [턴] 신고해봐 어자피 벌금몇푼내면 끝이야 [턴] 신고할테면 신고해봐 [턴] 좋은말로 알때 마스크 써주세요 [턴] 싫은데 내가 왜써야되냐 신고할거면 빨리신고해 뜸들이지 말고,3,기타 괴롭힘 대화,12.0,256.0,3,1,기타괴롭힘,갈취,True,기타괴롭힘 → 갈취,갈취,0.49203444553126496,기타괴롭힘,0.46950254781238654,0.022531897718878424,0.030606272612381885,0.49203444553126496,0.0070184944223427165,0.46950254781238654,0.0008382396216238063
242,야 니 도시락에 닭다리 내놔 [턴] 네? 저도 먹어야 하는데 [턴] 야 우리 형제같은 친구아니냐 새끼야 괜히 피곤하게 하지말고 하나만 줘 [턴] 그래 알겠어. [턴] 와 잘먹었다 하나만 더 줘봐 [턴] 아니 줬잖아 왜 또 [턴] 지금 대드는 거야? [턴] 아 아니 미안 [턴] 까불지마,3,기타 괴롭힘 대화,9.0,119.0,3,1,기타괴롭힘,갈취,True,기타괴롭힘 → 갈취,갈취,0.5369415061700318,기타괴롭힘,0.44514014337459745,0.09180136279543433,0.010468692762191239,0.5369415061700318,0.005964881333281493,0.44514014337459745,0.0014847763598980948
654,친구야 우리 친구 맞지? 내가 너 다른반 애들한테 쥐어터질때 도와줬잖아 [턴] 아 응 늘 고맙지 [턴] 아 다름이 아니라 내일 도시락 싸오란거 들었지? [턴] 응. [턴] 우리엄마가 바쁜데 니네 어머니 국밥집 하신다며? [턴] 어? 어 [턴] 그럼 잘됐네 어머니한테 국밥 하나 포장해주라고해서 가져와 내것도 [턴] 응? 나도 엄마가바빠서 사먹는데 [턴] 야 병신아 그냥 엄마 국밥 두개만 포장해주세요 사먹기 싫어요 엄마 국밥 먹고싶어요 하면 되잖아 내가 이렇게까지 알려줘야해? [턴] 어?. 해볼게 [턴] 나는 너 믿고 안싸올테니까 그렇게 알아 야 기왕이면 특대로 사와라,1,갈취 대화,11.0,269.0,1,3,갈취,기타괴롭힘,True,갈취 → 기타괴롭힘,기타괴롭힘,0.5521181367667914,갈취,0.42999003726190216,0.12212809950488929,0.01027164348882834,0.42999003726190216,0.006230066701612027,0.5521181367667914,0.0013901157808660918
189,야 새끼들아 잠깐 나 좀 보자 [턴] 이병 김재형 [턴] 이병 권오성 [턴] 야 솔직히 말해서 이성재 그 새끼 기분 나쁜 놈이잖아 [턴] 네 그렇습니다. [턴] 걔가 나 한태 패드립을 했다 솔직히 그게 너무 화나서 걔 신발을 찢었거든 근데 둘중에 하나가 거짓 고해를 해야 겠다 [턴] 그렇다면. [턴] 그래 빨리 결정해라 덤탱이 쒸운 놈은 나가고 내가 제일 상급이 되걸랑 그럼 엄청 잘해줄게 [턴] 싫은데 새끼야 [턴] 너 지금 하극상 하니 죽고싶어? 나 건들면 너 영창이야,3,기타 괴롭힘 대화,10.0,220.0,3,0,기타괴롭힘,협박,True,기타괴롭힘 → 협박,협박,0.6485152488702687,기타괴롭힘,0.33644527893622656,0.3120699699340421,0.6485152488702687,0.00939624853450593,0.004202262276522845,0.33644527893622656,0.0014409613824758643
400,지금 당신의 딸이 어디있는지 알고 있나? [턴] 지금 학교에 있을텐데. [턴] 아니 당신 딸 지금 나랑 같이 있어. [턴] 네? 아니 그 아이가 왜. [턴] 지금 당장 내가 불러주는 계좌로 돈을 입금하지 않으면 이 아이한테 안 좋은 일이 일어날거얌. [턴] 안돼요! 내 딸! [턴] 지금 불러주는 곳으로 얼른 입금해! 어서! [턴] 알겠어요 얼른 불러주세요. [턴] 10분 내로 계좌로 입금되는 거 확인되면 이 아이를 풀어주겠다. [턴] 알겠어요,1,갈취 대화,10.0,204.0,1,0,갈취,협박,True,갈취 → 협박,협박,0.6577892426745181,갈취,0.3307572028663381,0.32703203980818,0.6577892426745181,0.3307572028663381,0.002906674313764506,0.006811225637676483,0.0017356545077028792
686,아니 아저씨 일 빨리 안끝내세요? [턴] 아니 택배 박스 바코드만 찍는 놈이 뭘안다고 속도를 빨리 하래 [턴] 아니 바코드 찍는 사람은 직원아니에요 [턴] 야 니 일이 편하겠냐 허리까지 숙여서 상품 바코드 있는 부분을 뒤집어 놓는 작업이 편해보이겠냐? [턴] 어쩌라고요 그럼 아저씨도 이 일 해보시던가 [턴] 야 상식적으로 누가 작업속도가 더 빠르겠냐 이 고생도 안한놈아 [턴] 그야 제가 빠르죠 [턴] 야 넌 알고 있으면서 나한테 갑질하냐? 저런 못난놈 [턴] 어이 아저씨 노닥거리지 말고 일하시지 택배상하차 하루이틀해봐? [턴] 젊은 양반 솔직히 좀 너무 한것 아닌가 일하는 난이도가 너무 차이가 나잖아 아유 허리야 [턴] 아니 이 노인네가 그럼 젊을때 공부를 하고 바코드 찍는 일하던지 배운것도 없으면서,2,직장 내 괴롭힘 대화,11.0,346.0,2,3,직장내괴롭힘,기타괴롭힘,True,직장내괴롭힘 → 기타괴롭힘,기타괴롭힘,0.6872331714072404,직장내괴롭힘,0.3049578712104526,0.3822753001967878,0.0029897017698058584,0.0025974979113429983,0.3049578712104526,0.6872331714072404,0.0022217577011580236
755,이봐 비켜. [턴] 먼저 서있었는데요 [턴] 아오씨 한 대 때리면 날라갈 것 같이 생겨선 [턴] 네? [턴] 비키라고 [턴] 근데 제가 먼저 [턴] 한국말 못 알아들어? 맞기 전에 비켜. [턴] 아니 그래도. [턴] 아니 귀 먹었나 말귀를 못 알아듣네 [턴] 아. 네 먼저 가세요,0,협박 대화,10.0,111.0,0,3,협박,기타괴롭힘,True,협박 → 기타괴롭힘,기타괴롭힘,0.6567374768496627,협박,0.25718209118385194,0.3995553856658107,0.25718209118385194,0.03676226310822251,0.04818171886804286,0.6567374768496627,0.0011364499902201002
701,야 신규 너 똑바로 환자 관리 안 하냐? 인수인계 제대로 들은거 맞아? 너 누가 저 환자 항암 약물 속도 저렇게 하래 죽이고 싶어서 환장했어? [턴] 인수인계 들었는데. 어. 약물 속도는 제 프리셉터 선생님이. 설명해주신바로. 저렇게 하라고 하셨어요. [턴] 니 프리셉터가 문제라는거야? 너가 잘 못들은거 아니고? [턴] 아니 바쁘셔서 그런지. 책 보고 알아서 하라 그래서 책 보고 최대한 아는 대로 한겁니다. [턴] 모르는거 물어보라고 프리셉터 붙여준거 아니야? 너 여기 실전이야 니 하는 행동에 환자가 죽을수도 있다고. 야 김간호사 너 얘 프리셉터지? [턴] 네 맞는데요 왜 그러시죠? [턴] 아니 얘가 약물 조절 잘못했는데 너가 책 보고 하라 그랬다고 그러던데? 대충 알려줬냐? [턴] 그런 적 없는데요. 자기가 괜히 잘못해놓고 제 탓 하는건가보죠. 그리고 저 신규간호사 일도 제대로 못 하고 아는것도 하나도 없어서 가르칠맛이 안나요. 한 번 한 달간 굴려봐야 정신차리나. [턴] 야 니가 멍청해서 설명해도 못 알아들었나보네. 근데 어디서 선배 간호사를 탓 해. 너가 부족하다 생각하면 매일 남아서 연습하고 또 연습해. [턴] 좀 억울한게 이번에 프리셉터 선생님 배정받고 뭐 설명듣고 배운거 하나도 없어요. 가르쳐주시지도 않았고 간호사 됐으면 알아서 다 하라고 하셨어요. 다른 동기들 프리셉터 분들은 다 차근차근 설명해주시는데 제 프리셉터분은 너 혼자 해라 매일 이런식이었어요. [턴] 야 그래서 내가 잘못했다는거냐? 너 나한테 또 배울거면 왜 돈 내고 4년동안 대학 다니는데. 제발 혼자 알아서 해 남탓하지 말고. 간호사를 그만두던가 제대로 못 하면서 왜 대학병원에 입사해가지고 사람들을 이렇게 괴롭혀? 차라리 환자들 똥기저귀나 갈던가. 실력도 없는 게 말은 많아가지고.,2,직장 내 괴롭힘 대화,11.0,833.0,2,3,직장내괴롭힘,기타괴롭힘,True,직장내괴롭힘 → 기타괴롭힘,기타괴롭힘,0.7111331990676332,직장내괴롭힘,0.27848376207155734,0.43264943699607583,0.005601921997623365,0.002687831548471994,0.27848376207155734,0.7111331990676332,0.0020932853147140155
915,야 너는 혼자 잘난척 그만해 꼴보기 싫으니까 [턴] 그래 야 동기들 다 니 싫어해. 혼자 잘난줄 알아가지고 [턴] 내가 언제 잘난 척 했는데? [턴] 이 새끼 봐라. 아닌 척 하네. [턴] 야 너만 맨날 부장님께 예쁨받고 혼자서만 이득 보잖아. 장난하냐? [턴] 아니 나는. [턴] 질린다. 조용히 찌그러져 살아. 피해주지 말고. [턴] 야 그냥 회사 때려쳐 사람들 다 너 싫어하니까 [턴] 지만 지가 왕따인줄 모르나봐. 재수가 없으려니까. [턴] 하.,2,직장 내 괴롭힘 대화,10.0,208.0,2,3,직장내괴롭힘,기타괴롭힘,True,직장내괴롭힘 → 기타괴롭힘,기타괴롭힘,0.734106547153401,직장내괴롭힘,0.2576956346069888,0.47641091254641216,0.003243909303687072,0.0026892952694928898,0.2576956346069888,0.734106547153401,0.0022646136664303284
156,당신 손녀를 지금 데리고있다. [턴] 네?? 제 손녀를 데리고 있다고요? [턴] 그래. 내가 당신 손녀를 데리고 있어. [턴] 무슨 소리세요 제 손녀를 데리고있다니! [턴] 당신 손녀를 구하고 싶으면 지금 당장 계좌에 1억을 입금해 [턴] 1억이라니요 그런 큰 돈 없어요 [턴] 그럼 손녀를 살리고 싶지 않은건가? [턴] 아니요 하지만 그렇게 큰돈을 마련할수없어요 제 손녀를 살려주세요 [턴] 당장 입금하지 않으면 손녀는 죽일 거다 [턴] 안돼요 무슨말이에요 제 손녀를 건들지 마세요,0,협박 대화,10.0,226.0,0,1,협박,갈취,True,협박 → 갈취,갈취,0.7683491193538334,협박,0.220135708358176,0.5482134109956575,0.220135708358176,0.7683491193538334,0.003671110527521106,0.005685927214659424,0.002158134545809838
